EmployeeID,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EngagementScore,PromotionLast5Years,Attrition
5352,20,Male,Finance,Consultant,2,6458,5,0,Yes,17,4,4,3,4,4,0.08,0,0
5353,45,Female,R&D,Engineer,2,4085,4,4,Yes,6,5,1,2,4,3,0.12,0,0
5354,42,Male,IT,Sales Executive,4,4711,1,0,Yes,3,6,3,4,3,3,0.33,0,1
5355,45,Male,R&D,HR Specialist,3,8847,13,3,Yes,19,9,3,1,3,2,0.04,0,0
5356,25,Female,IT,Analyst,3,5704,9,1,No,19,8,4,3,3,3,0.05,1,0
5357,25,Female,Sales,Manager,1,7802,14,9,Yes,24,3,3,2,3,3,0.97,0,0
5358,27,Male,IT,Manager,2,7229,16,8,Yes,28,0,3,4,3,4,0.12,1,0
5359,43,Female,HR,Analyst,2,2143,6,1,No,35,3,4,4,4,3,0.16,0,0
5360,41,Male,Sales,HR Specialist,2,13841,19,3,No,35,6,3,2,4,1,0.59,0,0
5361,38,Female,Marketing,Technician,4,5268,10,2,No,5,0,4,2,4,3,0.81,0,0
5362,56,Male,Marketing,Engineer,4,11261,12,0,No,38,8,2,1,3,1,0.16,0,1
5363,37,Male,R&D,Technician,4,4185,16,0,Yes,6,5,3,4,2,4,0.04,0,0
5364,50,Male,R&D,Consultant,3,4537,4,1,Yes,29,9,4,1,1,3,0.22,0,0
5365,56,Male,HR,Analyst,4,8745,11,7,Yes,23,7,3,2,3,3,0.5,1,1
5366,49,Male,R&D,Engineer,1,14628,3,1,Yes,37,5,3,1,2,1,0.99,1,0
5367,52,Female,Sales,HR Specialist,4,7697,0,0,No,32,6,1,2,2,2,0.62,1,0
5368,29,Female,Sales,Sales Executive,3,2301,9,5,Yes,1,2,2,1,3,1,0.22,0,0
5369,56,Male,IT,Sales Executive,2,4165,1,0,No,34,7,3,3,4,1,0.01,0,0
5370,31,Male,Finance,Technician,1,3760,12,9,Yes,28,4,4,2,2,1,0.17,0,1
5371,49,Female,R&D,HR Specialist,3,14438,12,8,No,7,6,4,4,3,4,0.66,0,0
5372,46,Female,HR,Engineer,5,7286,11,5,No,37,6,3,4,4,1,0.32,0,0
5373,58,Female,Marketing,Technician,2,4654,0,9,Yes,29,5,1,1,2,2,0.56,0,1
5374,28,Female,Sales,Analyst,4,6867,9,5,Yes,19,2,3,2,4,1,0.59,1,0
5375,40,Female,Sales,Technician,3,11640,19,0,Yes,19,0,4,3,4,2,0.16,0,0
5376,31,Male,Sales,HR Specialist,5,7092,4,6,No,20,5,3,3,2,3,0.41,0,0
5377,48,Male,Finance,Consultant,3,8580,9,2,Yes,15,8,4,1,3,1,0.55,0,1
5378,52,Female,Finance,HR Specialist,4,2631,6,0,No,24,1,1,3,1,3,0.87,0,0
5379,34,Female,R&D,Sales Executive,3,10553,14,8,Yes,8,1,3,2,3,4,0.8,0,1
5380,21,Female,Marketing,Analyst,5,14383,17,7,Yes,7,9,2,4,1,4,0.67,0,1
5381,58,Female,HR,Sales Executive,3,14579,19,3,No,19,0,4,3,2,3,0.78,1,0
5382,37,Female,Finance,Engineer,1,4074,3,2,Yes,28,0,3,2,1,2,0.96,0,1
5383,22,Female,IT,Engineer,1,6400,0,1,Yes,12,1,3,4,3,3,0.76,0,0
5384,26,Female,Finance,Manager,4,4770,7,1,Yes,26,0,4,1,4,1,0.2,1,1
5385,37,Female,Sales,HR Specialist,5,13109,10,2,Yes,35,5,1,3,3,2,0.34,0,0
5386,57,Female,HR,Analyst,5,10960,2,0,Yes,4,4,2,3,2,1,0.37,1,0
5387,56,Male,R&D,Analyst,5,11177,11,9,No,34,7,3,2,4,3,0.44,0,1
5388,52,Female,Finance,Sales Executive,5,10396,12,6,No,7,9,2,3,1,3,0.63,0,1
5389,50,Female,Sales,Technician,5,11058,19,1,Yes,27,6,4,1,3,1,0.42,0,0
5390,30,Male,IT,Technician,2,7110,17,5,Yes,3,3,3,3,2,4,0.47,0,1
5391,23,Male,IT,Sales Executive,3,12817,11,5,No,33,8,2,2,1,3,0.59,0,0
5392,37,Male,R&D,Consultant,5,2661,9,3,No,12,3,2,4,2,1,0.81,0,0
5393,23,Female,R&D,Technician,1,2678,14,3,No,19,8,3,3,3,3,0.45,0,0
5394,53,Female,Finance,Analyst,3,8363,2,0,No,17,3,3,2,2,1,0.63,1,1
5395,48,Female,R&D,Sales Executive,4,2299,14,5,Yes,18,1,3,1,4,3,0.47,1,1
5396,43,Female,Marketing,Technician,4,2257,16,7,No,3,1,2,2,2,2,1.0,0,1
5397,41,Male,Marketing,Manager,5,4762,15,9,No,13,5,3,4,3,2,0.94,0,1
5398,21,Female,Sales,HR Specialist,2,2239,1,3,Yes,32,5,1,1,3,4,0.54,0,0
5399,25,Female,Sales,Manager,2,9994,0,0,Yes,5,6,3,3,4,3,0.82,0,0
5400,44,Male,Sales,Technician,3,5300,3,3,Yes,25,6,3,1,2,1,0.86,1,0
5401,40,Female,Marketing,Engineer,2,13737,16,1,Yes,22,2,3,1,4,4,0.03,0,0
5402,35,Female,Finance,Analyst,4,9323,6,3,No,8,9,3,4,1,1,0.92,1,0
5403,50,Female,Finance,Manager,5,4265,4,7,No,16,6,2,3,1,1,0.86,0,1
5404,33,Female,R&D,Manager,1,12704,3,2,No,32,8,2,2,3,1,0.82,1,0
5405,58,Male,Finance,Sales Executive,4,6290,19,4,No,5,8,3,3,2,3,0.57,0,0
5406,47,Male,Sales,Sales Executive,4,7647,19,9,No,36,6,2,3,3,3,0.23,1,0
5407,51,Male,HR,Sales Executive,3,9931,4,1,Yes,25,3,3,1,1,2,0.5,1,1
5408,47,Male,Sales,Technician,2,8706,7,8,Yes,16,7,3,1,3,3,0.8,0,1
5409,28,Female,Marketing,Consultant,1,14643,19,2,No,24,1,3,2,2,2,0.45,0,1
5410,41,Female,HR,Consultant,1,8683,8,0,No,14,7,2,4,3,3,0.99,0,0
5411,51,Female,R&D,Engineer,2,14852,5,6,No,13,2,4,1,1,3,0.23,0,1
5412,24,Male,IT,Manager,5,14595,3,4,Yes,23,4,4,3,2,3,0.91,0,1
5413,42,Male,Finance,HR Specialist,2,8771,4,8,No,25,2,4,2,1,4,0.32,1,1
5414,24,Male,Finance,Sales Executive,5,10600,7,2,No,27,5,3,3,2,2,0.84,1,0
5415,51,Female,Marketing,Engineer,1,9608,19,0,No,8,5,1,1,1,4,0.43,0,1
5416,29,Female,Sales,Technician,3,2520,12,6,Yes,18,7,3,3,1,2,0.83,0,0
5417,58,Male,Sales,Engineer,4,7642,3,7,Yes,37,0,3,2,2,4,0.59,0,1
5418,34,Male,HR,Sales Executive,1,12724,6,1,No,6,4,3,4,4,4,0.91,1,0
5419,26,Female,Finance,Analyst,1,5884,0,1,No,6,4,3,4,3,3,0.48,0,1
5420,48,Female,Marketing,Manager,1,3876,8,8,Yes,25,8,3,2,2,3,0.93,0,0
5421,22,Female,R&D,Sales Executive,4,4741,4,3,Yes,20,9,4,1,4,4,0.13,0,1
5422,38,Male,Sales,HR Specialist,5,5532,9,0,Yes,23,3,2,2,1,1,0.81,0,1
5423,29,Male,Finance,Manager,3,2650,10,8,Yes,17,5,4,1,2,2,0.22,0,1
5424,47,Male,IT,Engineer,3,13036,17,8,No,32,9,3,3,2,2,0.23,0,0
5425,48,Male,Marketing,Consultant,3,4158,4,5,Yes,16,6,3,2,3,3,0.07,1,0
5426,34,Female,HR,HR Specialist,5,4651,3,5,Yes,37,2,3,2,4,2,0.73,1,1
5427,54,Female,Sales,Manager,2,12459,18,8,Yes,20,5,3,2,4,3,0.64,0,1
5428,25,Female,Sales,HR Specialist,2,11220,15,1,Yes,3,2,2,2,1,1,0.34,0,1
5429,31,Male,R&D,Engineer,3,11747,1,8,Yes,1,5,3,2,4,3,0.98,1,1
5430,57,Female,Sales,Sales Executive,1,9462,14,3,No,37,0,3,2,4,3,0.06,0,1
5431,32,Female,Marketing,Consultant,1,9625,8,3,No,35,8,3,3,2,4,0.77,1,1
5432,48,Female,Finance,HR Specialist,4,14956,16,8,Yes,16,5,2,3,3,1,0.26,0,1
5433,38,Female,Finance,Sales Executive,2,10129,1,6,No,4,5,3,3,3,3,0.07,0,0
5434,22,Female,Finance,Consultant,1,9038,5,9,Yes,3,3,3,1,1,2,0.64,0,0
5435,27,Male,IT,Engineer,3,10704,0,4,No,17,4,3,4,4,3,0.33,1,1
5436,27,Female,IT,Consultant,4,3235,7,7,No,34,3,3,4,1,4,0.45,1,0
5437,39,Female,Sales,Engineer,2,2118,10,0,No,34,5,3,3,3,2,0.47,0,1
5438,23,Male,IT,HR Specialist,4,14672,19,6,No,17,6,3,2,4,1,0.04,1,1
5439,40,Male,IT,HR Specialist,1,2259,14,3,No,24,0,4,4,1,4,0.53,0,0
5440,22,Female,R&D,Engineer,3,7518,8,1,Yes,37,2,3,2,4,2,0.04,0,0
5441,27,Female,IT,HR Specialist,3,3198,1,1,Yes,2,1,4,3,1,3,0.18,0,1
5442,42,Female,HR,HR Specialist,3,9581,6,8,No,14,4,1,2,1,1,0.72,0,0
5443,35,Female,HR,HR Specialist,1,8277,16,5,No,10,7,4,4,3,1,0.72,1,0
5444,32,Male,HR,Technician,5,12341,2,3,No,15,4,4,4,2,4,0.0,0,0
5445,22,Female,Sales,HR Specialist,3,4432,3,1,Yes,37,8,3,4,2,2,0.85,0,1
5446,28,Male,Finance,Manager,5,9229,2,6,No,18,0,4,1,1,4,0.01,0,0
5447,33,Female,R&D,Engineer,3,2959,7,8,No,13,5,4,3,3,4,0.97,0,0
5448,32,Female,Sales,Engineer,5,4948,10,1,Yes,35,2,1,4,1,2,0.56,0,1
5449,26,Female,Finance,Analyst,2,2565,15,3,Yes,36,1,3,1,2,2,0.37,0,1
5450,34,Male,R&D,Sales Executive,2,7936,13,0,Yes,37,3,4,3,4,1,0.61,1,0
5451,26,Female,R&D,Analyst,3,14294,18,0,Yes,10,2,2,2,3,2,0.15,0,0
5452,57,Female,R&D,HR Specialist,4,8658,1,2,Yes,29,8,4,4,2,3,0.48,0,1
5453,53,Male,HR,HR Specialist,4,4379,11,0,No,34,8,2,1,2,1,0.69,0,0
5454,41,Female,HR,Consultant,1,13642,10,3,Yes,24,7,3,2,2,4,0.65,0,1
5455,43,Male,HR,Manager,2,10636,15,5,Yes,27,6,3,4,3,4,0.91,0,0
5456,56,Female,R&D,Manager,2,8478,10,4,Yes,9,9,3,4,3,3,0.28,0,0
5457,20,Male,Marketing,Manager,4,5539,2,8,Yes,9,2,2,3,2,2,0.07,0,0
5458,29,Male,R&D,Manager,3,4708,9,1,No,10,2,3,2,3,2,0.37,0,0
5459,35,Male,HR,Manager,1,4335,4,1,No,12,6,3,1,1,2,0.13,1,0
5460,27,Female,R&D,Manager,2,11227,12,2,No,15,3,3,4,3,2,0.89,0,0
5461,44,Male,HR,Manager,1,5044,5,3,Yes,3,7,4,4,3,4,0.98,1,1
5462,31,Male,HR,Manager,2,9790,19,8,Yes,28,0,4,3,2,1,0.63,1,0
5463,44,Female,HR,Consultant,5,3286,2,5,No,9,0,2,3,4,3,0.79,1,0
5464,36,Male,Marketing,Technician,5,11650,8,8,No,39,6,4,2,4,2,0.7,0,0
5465,45,Female,Finance,Manager,1,12412,6,4,No,30,8,3,2,4,4,0.55,0,0
5466,33,Female,R&D,Engineer,4,3630,6,8,Yes,23,1,3,1,4,2,0.83,0,1
5467,55,Male,Sales,Manager,4,6027,1,8,No,30,4,2,1,4,1,0.89,0,0
5468,42,Male,HR,Sales Executive,2,5116,7,0,Yes,16,1,3,4,1,4,0.51,0,0
5469,25,Female,Marketing,Manager,5,7665,17,8,Yes,36,8,2,3,1,2,0.81,0,1
5470,24,Male,Sales,Technician,5,13146,0,6,Yes,30,8,4,3,3,4,0.39,0,0
5471,44,Male,Finance,Consultant,1,14704,9,7,Yes,37,0,3,3,4,1,0.23,1,0
5472,37,Male,R&D,HR Specialist,1,2263,5,2,No,16,6,1,4,4,4,0.46,0,0
5473,32,Male,Marketing,Technician,4,8444,17,0,Yes,28,0,3,1,1,4,0.25,0,0
5474,33,Female,HR,Technician,4,7575,12,3,Yes,20,6,3,2,3,3,0.39,1,1
5475,47,Female,HR,HR Specialist,4,9393,0,0,Yes,14,7,3,2,2,3,0.64,0,1
5476,37,Male,HR,Manager,3,6199,0,0,Yes,29,0,2,3,1,4,0.17,0,0
5477,47,Female,Marketing,Consultant,5,7082,11,3,No,37,2,4,3,1,1,0.72,1,0
5478,46,Male,Sales,Consultant,5,10412,7,7,No,19,9,3,2,4,3,0.9,0,0
5479,51,Male,Finance,Manager,1,2333,4,0,Yes,17,4,3,3,4,4,0.38,0,0
5480,28,Male,R&D,HR Specialist,5,14705,2,9,No,1,9,2,4,1,2,0.97,0,0
5481,59,Male,Finance,Sales Executive,1,11516,17,9,No,29,6,3,4,1,3,0.69,1,0
5482,51,Female,HR,Analyst,3,12874,5,8,Yes,29,4,2,3,1,1,0.58,1,1
5483,39,Male,Finance,Engineer,4,11152,3,5,No,24,2,1,1,4,3,0.3,0,0
5484,47,Female,Sales,HR Specialist,3,11672,14,4,Yes,19,7,3,4,2,3,0.02,0,0
5485,52,Male,IT,Manager,4,2435,3,8,Yes,10,5,2,2,3,3,0.41,0,1
5486,23,Female,IT,Engineer,4,4441,5,8,No,36,0,3,2,3,1,0.91,0,1
5487,53,Female,R&D,Manager,1,8877,17,8,Yes,17,6,3,1,4,4,0.8,0,1
5488,22,Female,R&D,Analyst,4,2042,17,2,No,17,8,1,1,2,3,0.98,0,1
5489,45,Female,Finance,Analyst,3,2965,9,7,No,32,0,3,1,2,3,0.81,0,1
5490,27,Male,R&D,HR Specialist,2,14298,12,9,Yes,16,6,3,4,2,4,0.73,1,0
5491,25,Female,Marketing,Engineer,1,2215,19,3,No,23,1,3,2,3,2,0.09,0,1
5492,35,Male,Sales,Technician,4,13427,17,3,No,16,0,3,2,2,3,0.98,1,0
5493,43,Female,HR,Consultant,4,6320,6,6,No,32,0,4,1,1,4,0.29,1,1
5494,58,Female,HR,Consultant,5,4705,7,7,Yes,2,2,3,2,3,2,0.24,0,0
5495,49,Female,Finance,Engineer,1,10964,5,3,No,6,0,3,2,2,3,0.03,0,0
5496,32,Male,HR,Technician,1,3822,1,9,No,10,9,3,4,1,3,0.4,0,0
5497,24,Female,Finance,Analyst,3,6111,7,5,Yes,34,1,4,1,3,1,0.89,0,0
5498,44,Male,R&D,Manager,2,8436,9,0,No,30,6,4,3,1,2,0.77,1,0
5499,39,Male,R&D,Consultant,3,13347,16,1,No,36,7,3,2,2,2,0.59,1,1
5500,37,Male,Marketing,Technician,3,10122,11,4,No,6,2,1,3,4,4,0.75,0,0
5501,37,Female,Marketing,Technician,3,13472,10,3,No,33,6,3,2,2,3,0.05,0,0
5502,21,Female,Sales,HR Specialist,2,10249,16,2,No,5,6,3,3,1,2,0.19,1,0
5503,29,Female,HR,Sales Executive,3,6946,15,5,Yes,28,9,4,4,4,1,0.47,0,0
5504,31,Female,Marketing,Analyst,1,13881,9,9,No,7,3,3,3,2,3,0.67,0,1
5505,32,Female,Sales,Technician,2,6743,19,5,Yes,19,0,3,2,1,3,0.57,1,1
5506,30,Female,IT,Analyst,4,3843,2,9,Yes,26,3,1,2,2,2,0.15,1,1
5507,38,Female,Marketing,HR Specialist,5,7450,18,7,Yes,38,0,3,2,3,4,0.82,0,1
5508,54,Male,Sales,Manager,5,2460,3,1,No,38,9,2,4,2,3,0.14,0,0
5509,58,Female,Finance,Engineer,1,13852,18,6,No,39,3,1,2,3,1,0.25,0,0
5510,45,Male,Finance,Analyst,5,11160,8,6,Yes,17,4,3,3,4,3,0.95,0,1
5511,33,Male,Sales,HR Specialist,5,5815,19,1,No,19,8,3,4,4,4,0.94,0,0
5512,43,Female,R&D,HR Specialist,5,9292,16,5,No,27,6,2,1,4,3,0.17,1,0
5513,20,Female,IT,HR Specialist,4,12931,3,4,Yes,37,8,2,2,3,2,0.23,1,1
5514,41,Male,Sales,Consultant,5,9629,16,1,Yes,7,8,4,2,1,3,0.64,0,0
5515,42,Male,Marketing,Consultant,3,2289,2,8,No,38,7,2,1,2,4,0.84,1,1
5516,38,Female,R&D,Consultant,1,13477,19,7,Yes,17,1,4,4,1,3,0.56,0,0
5517,37,Male,Sales,Engineer,1,11312,3,6,No,29,4,3,2,4,3,0.28,0,1
5518,31,Male,HR,Consultant,1,8392,8,5,Yes,39,3,1,2,4,2,0.28,0,0
5519,47,Male,Marketing,Analyst,4,10924,5,4,No,17,0,4,2,4,1,0.04,0,0
5520,47,Male,Marketing,Technician,4,8668,18,8,No,15,5,3,3,2,2,0.01,0,0
5521,52,Female,Finance,HR Specialist,5,5576,6,4,No,16,4,3,4,3,1,0.13,1,0
5522,38,Female,HR,Engineer,3,9985,15,5,Yes,33,9,2,4,4,3,0.99,0,0
5523,47,Male,HR,Consultant,5,8848,14,2,No,11,9,3,3,2,2,0.2,1,1
5524,56,Male,Marketing,Manager,1,5782,15,8,No,33,6,2,1,1,4,0.55,0,1
5525,45,Male,IT,Sales Executive,3,8915,13,7,No,32,0,2,1,1,1,0.17,0,0
5526,54,Female,R&D,Analyst,1,14863,3,8,Yes,28,4,3,4,3,4,0.87,0,0
5527,53,Female,Finance,Engineer,3,6937,1,0,Yes,20,2,3,1,4,2,0.66,0,0
5528,54,Male,HR,Sales Executive,2,12983,6,0,Yes,29,3,3,4,4,1,0.74,1,0
5529,59,Male,Finance,Sales Executive,4,12230,6,1,Yes,16,3,3,4,4,1,0.82,0,0
5530,35,Male,Marketing,Consultant,4,13710,5,3,Yes,30,5,2,3,3,1,0.81,0,1
5531,57,Female,R&D,Engineer,1,14047,19,9,No,17,3,1,2,4,3,0.01,0,0
5532,32,Male,Sales,Technician,1,6058,8,4,Yes,14,6,3,3,1,2,0.67,1,0
5533,42,Male,HR,Technician,2,14627,16,6,Yes,24,2,3,2,3,2,0.82,0,1
5534,41,Male,R&D,Engineer,5,13709,10,3,Yes,37,7,3,2,3,2,0.06,0,0
5535,35,Male,Finance,Engineer,3,4156,15,0,Yes,13,1,2,3,4,1,0.53,0,1
5536,47,Male,Marketing,HR Specialist,2,4877,0,7,No,18,1,4,4,1,1,0.17,0,1
5537,54,Female,R&D,Manager,2,10134,15,2,No,7,0,3,2,1,2,0.21,1,0
5538,27,Female,Sales,Technician,1,11259,16,8,Yes,11,5,4,4,1,4,0.84,1,1
5539,41,Female,R&D,HR Specialist,1,6437,5,1,No,17,5,3,3,4,2,0.46,0,0
5540,40,Male,Marketing,Sales Executive,5,13242,10,0,No,19,5,3,4,1,4,0.18,1,0
5541,45,Female,Finance,Sales Executive,5,5920,6,9,No,6,0,4,3,1,1,0.75,1,0
5542,59,Male,HR,Sales Executive,1,3127,15,7,No,18,3,3,3,4,2,0.89,1,0
5543,40,Female,HR,Engineer,4,8601,1,2,Yes,10,0,3,1,3,2,0.68,0,1
5544,44,Female,IT,Analyst,5,6067,19,0,No,1,1,2,4,4,4,0.92,0,0
5545,20,Male,Finance,HR Specialist,2,11182,12,2,No,1,7,3,2,4,1,0.29,1,1
5546,25,Male,IT,Analyst,1,5486,12,7,No,38,7,3,1,2,1,0.43,0,0
5547,42,Male,IT,Consultant,3,6727,14,3,Yes,27,0,3,1,2,1,0.11,0,1
5548,42,Female,Marketing,Manager,3,11617,14,9,Yes,25,0,3,2,2,3,0.07,0,1
5549,42,Male,Marketing,Manager,4,7509,8,6,Yes,26,2,3,4,3,4,0.4,0,1
5550,51,Female,Marketing,HR Specialist,1,7481,17,7,Yes,39,6,2,3,1,3,0.68,0,0
5551,49,Female,Sales,Sales Executive,2,11649,13,6,No,10,5,4,1,4,3,0.75,0,0
5552,32,Female,Finance,Consultant,4,5454,13,0,Yes,36,2,3,1,4,2,0.15,0,0
5553,37,Male,HR,Technician,2,3051,3,3,No,8,7,4,4,3,2,0.61,0,0
5554,42,Male,Finance,Manager,3,9274,13,9,Yes,33,7,1,3,4,3,0.52,0,0
5555,34,Male,Marketing,Analyst,2,4587,9,8,Yes,29,5,3,3,1,4,0.81,1,1
5556,52,Female,Sales,Analyst,3,5257,10,6,No,34,0,3,3,3,2,0.73,0,1
5557,40,Female,Finance,Technician,5,4242,0,0,No,27,7,1,2,3,4,0.5,0,1
5558,58,Male,Finance,Engineer,3,6867,13,7,No,4,4,3,2,3,2,0.25,0,0
5559,42,Female,IT,Sales Executive,3,11063,7,3,Yes,5,8,3,4,2,1,0.88,0,0
5560,46,Female,Finance,Engineer,4,8832,5,6,Yes,11,8,2,3,3,3,0.17,0,0
5561,37,Female,IT,HR Specialist,4,2127,10,5,No,1,1,2,2,3,2,0.26,0,0
5562,43,Male,IT,Manager,1,8015,13,6,No,13,5,2,3,3,1,0.67,0,0
5563,59,Female,R&D,Technician,1,10297,6,9,Yes,20,3,3,3,3,4,0.53,0,1
5564,26,Female,Marketing,Technician,3,3406,6,9,No,34,6,4,2,3,2,0.1,0,1
5565,39,Male,Sales,Technician,5,13986,18,0,Yes,33,5,3,2,3,1,0.48,0,0
5566,46,Male,IT,Engineer,1,5420,9,5,Yes,14,6,2,3,1,2,0.12,0,0
5567,25,Male,Finance,Engineer,3,7600,8,2,Yes,12,4,2,2,3,1,0.11,0,1
5568,46,Male,IT,HR Specialist,4,12553,17,9,No,11,8,3,1,1,1,0.26,0,1
5569,28,Male,IT,Analyst,1,13786,16,3,Yes,1,0,1,1,1,2,0.17,1,0
5570,50,Male,IT,Analyst,1,10182,12,0,Yes,8,6,3,1,3,4,0.99,0,0
5571,40,Female,HR,Consultant,3,11192,3,9,Yes,18,8,4,3,4,2,0.96,0,0
5572,45,Female,HR,HR Specialist,3,13623,6,7,Yes,5,7,3,1,4,2,0.72,0,0
5573,59,Female,HR,Technician,2,9488,7,1,Yes,31,0,3,4,4,3,0.84,0,1
5574,32,Female,HR,Analyst,2,14671,15,2,Yes,3,7,1,3,4,3,0.9,1,1
5575,42,Male,R&D,HR Specialist,5,7097,11,6,Yes,22,2,3,2,3,3,0.53,1,1
5576,39,Female,IT,Analyst,1,6112,0,1,No,6,9,2,2,2,3,0.81,0,1
5577,56,Male,R&D,Consultant,2,3393,5,3,Yes,24,5,3,1,4,4,0.9,0,1
5578,47,Male,Finance,HR Specialist,3,3871,0,6,Yes,27,8,3,3,4,3,0.05,1,0
5579,36,Female,Marketing,Analyst,1,3089,7,2,Yes,21,6,2,4,2,1,0.81,0,0
5580,47,Female,Sales,Technician,2,7535,11,1,No,37,4,4,3,1,4,0.08,1,1
5581,21,Male,R&D,Engineer,5,6166,15,7,No,34,7,3,1,2,3,0.94,0,1
5582,44,Male,HR,Engineer,5,13324,0,1,Yes,35,7,2,1,2,2,0.67,0,1
5583,25,Male,HR,Consultant,5,6539,3,9,Yes,36,5,3,2,4,1,1.0,1,1
5584,30,Male,Finance,Technician,5,5016,18,6,No,26,5,3,2,2,3,0.4,0,0
5585,57,Female,IT,Analyst,3,12722,17,2,Yes,1,8,4,2,2,4,0.86,0,1
5586,25,Male,Sales,Technician,5,5315,7,3,Yes,19,3,3,1,2,2,0.96,1,1
5587,30,Female,R&D,HR Specialist,4,5892,5,5,Yes,26,2,4,2,4,4,0.29,1,1
5588,33,Male,IT,Engineer,5,12756,12,2,Yes,23,7,3,4,2,3,0.86,0,0
5589,21,Male,IT,Manager,2,3393,19,0,Yes,34,8,1,2,3,4,0.37,1,1
5590,59,Male,Marketing,Consultant,1,13284,2,7,No,27,3,4,3,4,3,0.42,0,1
5591,22,Female,Marketing,Analyst,2,12937,14,3,Yes,3,1,3,2,4,2,0.87,0,1
5592,54,Male,R&D,Manager,1,2720,5,0,Yes,39,5,1,2,2,1,0.54,0,1
5593,52,Female,R&D,Manager,3,6326,5,1,No,13,8,3,3,4,3,0.4,0,0
5594,43,Female,R&D,Consultant,1,5597,4,5,No,39,1,2,2,1,1,0.15,0,1
5595,38,Female,R&D,Sales Executive,4,6959,18,0,No,16,8,1,4,2,1,0.44,0,1
5596,37,Male,HR,Manager,5,9758,9,8,Yes,3,4,4,3,4,1,0.73,0,1
5597,43,Female,IT,Manager,2,9636,8,6,No,26,3,2,2,2,1,0.69,0,1
5598,54,Female,IT,Technician,1,13957,13,7,No,5,7,3,2,2,4,0.78,0,0
5599,20,Male,HR,Sales Executive,2,13341,4,7,No,3,1,3,2,2,4,0.76,0,0
5600,55,Male,IT,Sales Executive,5,5880,6,5,Yes,28,6,4,2,1,3,0.36,0,1
5601,44,Female,R&D,Sales Executive,3,14850,16,7,Yes,30,9,3,2,4,1,0.84,1,0
5602,53,Female,Sales,Consultant,5,6864,16,6,Yes,23,6,3,1,3,4,0.04,0,0
5603,44,Male,Marketing,HR Specialist,3,8673,8,0,Yes,18,0,3,1,1,4,0.03,1,0
5604,35,Female,Marketing,Sales Executive,2,10481,6,2,Yes,5,9,3,1,1,4,0.96,1,0
5605,53,Female,IT,Technician,3,8243,0,8,Yes,22,7,1,4,3,1,0.88,0,0
5606,48,Female,Sales,HR Specialist,3,8292,1,7,Yes,1,0,4,1,1,2,0.4,0,0
5607,38,Male,Marketing,Analyst,3,14210,9,4,Yes,27,8,1,1,1,1,0.84,0,0
5608,42,Female,Sales,HR Specialist,3,10586,18,0,Yes,14,1,2,2,2,4,0.65,0,1
5609,38,Male,HR,Analyst,3,2375,7,1,Yes,9,9,3,4,3,4,0.17,0,0
5610,44,Male,Finance,Sales Executive,1,8245,8,9,No,4,6,3,3,3,1,0.46,0,0
5611,35,Male,IT,Sales Executive,3,7746,14,9,No,25,4,3,3,4,4,0.06,0,0
5612,28,Female,HR,Analyst,3,6877,10,8,Yes,31,4,3,4,1,4,0.33,0,0
5613,20,Male,HR,Engineer,5,4139,11,9,Yes,32,4,4,2,4,3,0.21,0,1
5614,38,Female,Sales,Technician,5,3974,17,7,Yes,2,8,4,3,3,1,0.82,0,1
5615,52,Male,IT,HR Specialist,5,12650,1,8,No,37,9,3,1,3,2,0.74,1,0
5616,53,Female,HR,Technician,3,6501,14,1,Yes,2,1,3,1,3,4,0.06,0,1
5617,35,Female,R&D,Technician,5,8164,9,2,No,14,8,1,4,3,2,0.54,0,1
5618,59,Female,HR,Manager,1,12871,6,2,No,15,6,3,3,3,2,0.73,1,1
5619,37,Male,R&D,Sales Executive,2,8162,8,0,Yes,25,2,1,2,2,4,0.62,1,1
5620,53,Female,Finance,HR Specialist,5,13801,16,1,No,10,2,4,1,1,1,0.05,0,0
5621,44,Female,R&D,Technician,5,12392,13,9,Yes,28,1,3,4,3,2,0.2,0,1
5622,25,Male,R&D,HR Specialist,1,14588,8,4,Yes,8,9,3,2,4,4,0.38,1,0
5623,40,Male,Sales,Technician,4,10604,6,6,No,14,4,1,2,1,3,0.13,0,0
5624,25,Female,HR,Sales Executive,4,8345,14,5,No,20,2,3,1,3,4,0.15,0,0
5625,51,Male,Finance,Technician,1,8130,2,1,No,13,1,2,2,3,1,0.39,0,0
5626,58,Male,HR,Analyst,5,8155,1,7,No,19,3,3,4,3,3,0.49,0,1
5627,50,Male,R&D,Sales Executive,2,8278,2,3,Yes,34,8,3,3,2,1,0.07,0,0
5628,29,Female,Marketing,HR Specialist,5,3378,1,1,No,26,0,2,1,3,1,0.73,0,0
5629,49,Male,R&D,Consultant,1,3093,12,3,No,37,8,3,4,2,3,0.54,1,0
5630,37,Female,HR,Engineer,1,14878,12,7,Yes,24,6,3,2,2,1,0.96,1,1
5631,43,Male,Finance,Technician,3,9135,1,0,No,21,1,2,1,2,4,0.28,0,0
5632,28,Male,Marketing,Analyst,1,2710,19,8,No,24,1,3,2,3,3,0.26,1,1
